0.58,-4.11299,-8.13463,27.3928
0.59,-4.49329,-8.08804,27.0168
0.6,-4.83392,-8.06133,26.6779
0.61,-5.14057,-8.05457,26.3728
0.62,-5.41834,-8.06734,26.0991
0.63,-5.6718,-8.09893,25.8549
0.64,-5.90503,-8.14834,25.6388
0.65,-6.12157,-8.2144,25.4499
0.66,-6.32455,-8.29581,25.2873
0.67,-6.51665,-8.39112,25.1508
0.68,-6.70015,-8.49881,25.0399
0.69,-6.87696,-8.61725,24.9545
0.7,-7.04868,-8.74476,24.8945
0.71,-7.21655,-8.87955,24.8599
0.72,-7.38155,-9.01976,24.8505
0.73,-7.54438,-9.16346,24.8664
0.74,-7.70547,-9.30863,24.9072
0.75,-7.86504,-9.4532,24.9727
0.76,-8.02307,-9.59503,25.0625
0.77,-8.17933,-9.73192,25.1758
0.78,-8.33342,-9.86165,25.3118
0.79,-8.48475,-9.98199,25.4694
0.8,-8.63259,-10.0907,25.6472
0.81,-8.77606,-10.1857,25.8434
0.82,-8.91417,-10.2649,26.0563
0.83,-9.04583,-10.3263,26.2834
0.84,-9.16988,-10.3684,26.5221
0.85,-9.28512,-10.3896,26.7697
0.86,-9.39036,-10.3887,27.0231
0.87,-9.4844,-10.365,27.2788
0.88,-9.56612,-10.3181,27.5335
0.89,-9.63448,-10.248,27.7836
0.9,-9.68855,-10.1551,28.0256
0.91,-9.72756,-10.0403,28.2559
0.92,-9.75094,-9.90502,28.4713
0.93,-9.75829,-9.75097,28.6685
0.94,-9.74946,-9.58031,28.8448
0.95,-9.72452,-9.3955,28.9978
0.96,-9.6838,-9.19928,29.1254
0.97,-9.62784,-8.99454,29.2261
0.98,-9.55744,-8.78431,29.2988
0.99,-9.47358,-8.57161,29.3429
1,-9.37747,-8.35942,29.3583
1.01,-9.27045,-8.15059,29.3455
1.02,-9.15401,-7.94779,29.3051
1.03,-9.02975,-7.75345,29.2385
1.04,-8.89931,-7.56973,29.1469
1.05,-8.7644,-7.39849,29.0323
1.06,-8.62669,-7.24128,28.8965
1.07,-8.48786,-7.09936,28.7416
1.08,-8.34952,-6.97367,28.5699
1.09,-8.21319,-6.8649,28.3836
1.1,-8.08032,-6.77348,28.1849
1.11,-7.95225,-6.69959,27.9761
1.12,-7.83018,-6.64326,27.7595
1.13,-7.71521,-6.60432,27.537
1.14,-7.6083,-6.58249,27.3109
1.15,-7.5103,-6.57738,27.0831
1.16,-7.42194,-6.5885,26.8554
1.17,-7.3438,-6.61532,26.6297
1.18,-7.27639,-6.65725,26.4077
1.19,-7.22008,-6.71368,26.191
1.2,-7.17519,-6.78398,25.9812
1.21,-7.1419,-6.86749,25.7797
1.22,-7.12033,-6.96355,25.588
1.23,-7.11054,-7.07147,25.4075
1.24,-7.1125,-7.19057,25.2394
1.25,-7.12612,-7.32011,25.085
1.26,-7.15124,-7.45936,24.9455
1.27,-7.18766,-7.60752,24.8221
1.28,-7.23511,-7.76375,24.716
1.29,-7.29327,-7.92714,24.6281
1.3,-7.36175,-8.09672,24.5594
1.31,-7.44011,-8.27141,24.511
1.32,-7.52783,-8.45006,24.4836
1.33,-7.62435,-8.63139,24.4779
1.34,-7.72901,-8.81402,24.4948
1.35,-7.84109,-8.99643,24.5345
1.36,-7.9598,-9.17699,24.5975
1.37,-8.08422,-9.35395,24.6839
1.38,-8.2134,-9.52543,24.7937
1.39,-8.34626,-9.68946,24.9265
1.4,-8.48164,-9.84399,25.0818
1.41,-8.6183,-9.9869,25.2587
1.42,-8.7549,-10.1161,25.4559
1.43,-8.89005,-10.2293,25.6721
1.44,-9.02226,-10.3247,25.9052
1.45,-9.15002,-10.4002,26.153
1.46,-9.27178,-10.4541,26.413
1.47,-9.38598,-10.485,26.6822
1.48,-9.49107,-10.4915,26.9575
1.49,-9.58557,-10.4728,27.2352
1.5,-9.66807,-10.4286,27.5118
1.51,-9.73726,-10.3587,27.7835
1.52,-9.792,-10.2638,28.0464
1.53,-9.83133,-10.1448,28.2969
1.54,-9.85448,-10.0031,28.5312
1.55,-9.86092,-9.84074,28.746
1.56,-9.8504,-9.66002,28.9383
1.57,-9.82289,-9.46365,29.1053
1.58,-9.77868,-9.25464,29.2449
1.59,-9.71831,-9.03617,29.3555
1.6,-9.64256,-8.81157,29.4357
1.61,-9.55249,-8.58417,29.4852
1.62,-9.44935,-8.35722,29.5036
1.63,-9.33458,-8.13386,29.4916
1.64,-9.20976,-7.917,29.45
1.65,-9.07661,-7.70926,29.3801
1.66,-8.93689,-7.513,29.2836
1.67,-8.79243,-7.33019,29.1623
1.68,-8.64505,-7.1625,29.0184
1.69,-8.49651,-7.01124,28.8542
1.7,-8.34855,-6.8774,28.6721
1.71,-8.20281,-6.76165,28.4745
1.72,-8.06081,-6.66441,28.2639
1.73,-7.92398,-6.58583,28.0427
1.74,-7.79359,-6.52587,27.8132
1.75,-7.6708,-6.48433,27.5777
1.76,-7.55661,-6.46084,27.3383
1.77,-7.45191,-6.45495,27.0971
1.78,-7.35745,-6.46612,26.8561
1.79,-7.27383,-6.49374,26.6172
1.8,-7.20158,-6.53719,26.3822
1.81,-7.14107,-6.5958,26.1526
1.82,-7.0926,-6.66889,25.9302
1.83,-7.05638,-6.75579,25.7165
1.84,-7.03251,-6.85581,25.5129
1.85,-7.02104,-6.96825,25.3209
1.86,-7.02193,-7.0924,25.1418
1.87,-7.03509,-7.22756,24.9768
1.88,-7.06036,-7.37296,24.8273
1.89,-7.09753,-7.52783,24.6945
1.9,-7.14632,-7.69133,24.5796
1.91,-7.20641,-7.86256,24.4836
1.92,-7.27741,-8.04055,24.4077
1.93,-7.35888,-8.22423,24.3528
1.94,-7.4503,-8.41244,24.3199
1.95,-7.5511,-8.60389,24.3098
1.96,-7.66063,-8.79716,24.3233
1.97,-7.77815,-8.99072,24.3609
1.98,-7.90286,-9.18287,24.4231
1.99,-8.03384,-9.37178,24.5102
2,-8.1701,-9.55549,24.6221
2.01,-8.31054,-9.73192,24.7586
2.02,-8.45396,-9.89887,24.9193
2.03,-8.59907,-10.0541,25.1033
2.04,-8.74448,-10.1952,25.3094
2.05,-8.8887,-10.3199,25.5362
2.06,-9.03019,-10.4261,25.7817
2.07,-9.16733,-10.5114,26.0437
2.08,-9.29844,-10.5739,26.3193
2.09,-9.42186,-10.6119,26.6057
2.1,-9.5359,-10.624,26.8992
2.11,-9.63894,-10.6091,27.1963
2.12,-9.72942,-10.5666,27.493
2.13,-9.80592,-10.4965,27.7851
2.14,-9.86713,-10.3991,28.0686
2.15,-9.91197,-10.2754,28.3393
2.16,-9.93956,-10.1269,28.5933
2.17,-9.94927,-9.95564,28.8267
2.18,-9.94076,-9.76417,29.0362
2.19,-9.91398,-9.55538,29.2188
2.2,-9.86918,-9.33253,29.3721
2.21,-9.80688,-9.09909,29.4943
2.22,-9.72794,-8.85868,29.5839
2.23,-9.63344,-8.61497,29.6402
2.24,-9.52473,-8.37153,29.6633
2.25,-9.40335,-8.13179,29.6536
2.26,-9.27101,-7.89893,29.6119
2.27,-9.12956,-7.67583,29.5398
2.28,-8.98092,-7.46504,29.4391
2.29,-8.82704,-7.26871,29.3117
2.3,-8.6699,-7.08862,29.1602
2.31,-8.51142,-6.92616,28.9869
2.32,-8.35346,-6.78238,28.7945
2.33,-8.19778,-6.65796,28.5856
2.34,-8.04602,-6.55329,28.3628
2.35,-7.89971,-6.46851,28.1287
2.36,-7.76021,-6.40352,27.8858
2.37,-7.62876,-6.35805,27.6365
2.38,-7.50641,-6.33167,27.383
2.39,-7.39409,-6.32384,27.1277
2.4,-7.29259,-6.33398,26.8724
2.41,-7.20256,-6.36139,26.6193
2.42,-7.12451,-6.4054,26.3701
2.43,-7.05886,-6.4653,26.1265
2.44,-7.00588,-6.54035,25.8903
2.45,-6.9658,-6.62986,25.663
2.46,-6.93872,-6.7331,25.4461
2.47,-6.92468,-6.84938,25.2411
2.48,-6.92364,-6.97798,25.0493
2.49,-6.9355,-7.11817,24.8721
2.5,-6.96011,-7.26923,24.7109
2.51,-6.99724,-7.43037,24.5669
2.52,-7.04664,-7.60079,24.4412
2.53,-7.10796,-7.7796,24.3352
2.54,-7.18083,-7.96585,24.25
2.55,-7.2648,-8.15848,24.1866
2.56,-7.35938,-8.35634,24.1461
2.57,-7.46399,-8.55815,24.1294
2.58,-7.57799,-8.76249,24.1373
2.59,-7.70064,-8.96778,24.1706
2.6,-7.83113,-9.1723,24.2299
2.61,-7.96855,-9.37416,24.3154
2.62,-8.1119,-9.57133,24.4273
2.63,-8.26005,-9.7616,24.5657
2.64,-8.41178,-9.94266,24.7299
2.65,-8.56576,-10.1121,24.9195
2.66,-8.72054,-10.2673,25.1332
2.67,-8.87458,-10.4059,25.3695
2.68,-9.02624,-10.5253,25.6267
2.69,-9.1738,-10.623,25.9023
2.7,-9.31549,-10.6969,26.1937
2.71,-9.44949,-10.745,26.4975
2.72,-9.57399,-10.7655,26.8103
2.73,-9.6872,-10.7571,27.128
2.74,-9.78742,-10.7191,27.4465
2.75,-9.87303,-10.6511,27.7613
2.76,-9.94258,-10.5534,28.0679
2.77,-9.99481,-10.4269,28.3618
2.78,-10.0287,-10.2732,28.6385
2.79,-10.0435,-10.0942,28.894
2.8,-10.0387,-9.89267,29.1243
2.81,-10.0143,-9.67172,29.3262
2.82,-9.97035,-9.43484,29.4969
2.83,-9.90742,-9.18582,29.6342
2.84,-9.82636,-8.92864,29.7366
2.85,-9.72831,-8.6673,29.8032
2.86,-9.61467,-8.40574,29.8339
2.87,-9.4871,-8.14776,29.8291
2.88,-9.34744,-7.89686,29.7898
2.89,-9.19767,-7.65622,29.7176
2.9,-9.03986,-7.42864,29.6144
2.91,-8.87614,-7.21649,29.4824
2.92,-8.70863,-7.02172,29.3243
2.93,-8.53944,-6.84583,29.1428
2.94,-8.37057,-6.68993,28.9406
2.95,-8.20393,-6.55475,28.7206
2.96,-8.0413,-6.44068,28.4856
2.97,-7.88432,-6.34783,28.2385
2.98,-7.73447,-6.27604,27.9818
2.99,-7.59305,-6.22498,27.7182
3,-7.46121,-6.19415,27.45
3.01,-7.33994,-6.18295,27.1796
3.02,-7.23006,-6.19069,26.9091
3.03,-7.13227,-6.21663,26.6406
3.04,-7.0471,-6.26001,26.376
3.05,-6.97497,-6.32006,26.1171
3.06,-6.9162,-6.39601,25.8657
3.07,-6.87099,-6.48712,25.6232
3.08,-6.83945,-6.59264,25.3914
3.09,-6.82163,-6.71186,25.1717
3.1,-6.81747,-6.84404,24.9654
3.11,-6.8269,-6.9885,24.7741
3.12,-6.84973,-7.14448,24.5991
3.13,-6.88577,-7.31125,24.4417
3.14,-6.93473,-7.48802,24.3032
3.15,-6.99631,-7.67393,24.1848
3.16,-7.07012,-7.86806,24.0878
3.17,-7.15574,-8.0694,24.0134
3.18,-7.25268,-8.27681,23.9627
3.19,-7.36037,-8.48905,23.9366
3.2,-7.47819,-8.7047,23.9363
3.21,-7.60542,-8.92218,23.9625
3.22,-7.74126,-9.13978,24.016
3.23,-7.88481,-9.35555,24.0972
3.24,-8.03505,-9.56739,24.2065
3.25,-8.19088,-9.77303,24.344
3.26,-8.35105,-9.97001,24.5094
3.27,-8.5142,-10.1558,24.7021
3.28,-8.67884,-10.3276,24.9212
3.29,-8.84339,-10.4827,25.1654
3.3,-9.00612,-10.6183,25.4328
3.31,-9.16522,-10.7318,25.7211
3.32,-9.3188,-10.8206,26.0275
3.33,-9.46493,-10.8823,26.3488
3.34,-9.60162,-10.9149,26.6813
3.35,-9.72694,-10.9168,27.0207
3.36,-9.83898,-10.8868,27.3627
3.37,-9.93593,-10.8244,27.7024
3.38,-10.0161,-10.7296,28.035
3.39,-10.0782,-10.6031,28.3553
3.4,-10.1208,-10.4465,28.6587
3.41,-10.143,-10.2617,28.9403
3.42,-10.1444,-10.0515,29.1959
3.43,-10.1244,-9.81922,29.4217
3.44,-10.0834,-9.56857,29.6145
3.45,-10.0217,-9.30368,29.7716
3.46,-9.94013,-9.02887,29.8913
3.47,-9.83988,-8.74857,29.9725
3.48,-9.72241,-8.46715,30.0149
3.49,-9.58945,-8.1888,30.0188
3.5,-9.44296,-7.91744,29.9853
3.51,-9.28508,-7.65663,29.9159
3.52,-9.11804,-7.40949,29.8128
3.53,-8.94414,-7.17867,29.6783
3.54,-8.76571,-6.96633,29.5154
3.55,-8.58502,-6.77415,29.3269
3.56,-8.40425,-6.60335,29.1158
3.57,-8.22551,-6.45473,28.8854
3.58,-8.05072,-6.32868,28.6386
3.59,-7.88167,-6.22531,28.3784
3.6,-7.71995,-6.14443,28.1077
3.61,-7.56701,-6.08563,27.8293
3.62,-7.42406,-6.04835,27.5457
3.63,-7.29219,-6.03188,27.2594
3.64,-7.17227,-6.03546,26.9726
3.65,-7.06504,-6.05826,26.6876
3.66,-6.97109,-6.09945,26.4063
3.67,-6.89084,-6.15819,26.1307
3.68,-6.82464,-6.23364,25.8623
3.69,-6.7727,-6.32503,25.6031
3.7,-6.73513,-6.43156,25.3545
3.71,-6.71199,-6.55251,25.118
3.72,-6.70322,-6.68715,24.8953
3.73,-6.70873,-6.83477,24.6876
3.74,-6.72836,-6.99466,24.4964
3.75,-6.76191,-7.1661,24.3231
3.76,-6.80911,-7.34833,24.1691
3.77,-6.86964,-7.54056,24.0356
3.78,-6.94316,-7.7419,23.924
3.79,-7.02924,-7.95139,23.8355
3.8,-7.12742,-8.16796,23.7713
3.81,-7.23716,-8.3904,23.7327
3.82,-7.35785,-8.61734,23.7207
3.83,-7.48881,-8.84724,23.7363
3.84,-7.62926,-9.07838,23.7804
3.85,-7.77833,-9.30884,23.8538
3.86,-7.93502,-9.53647,23.9568
3.87,-8.09823,-9.75895,24.0899
3.88,-8.26673,-9.97372,24.2529
3.89,-8.43915,-10.1781,24.4455
3.9,-8.61399,-10.3691,24.667
3.91,-8.7896,-10.5439,24.9162
3.92,-8.96423,-10.6993,25.1914
3.93,-9.13597,-10.8324,25.4904
3.94,-9.30284,-10.9403,25.8105
3.95,-9.46276,-11.0201,26.1485
3.96,-9.6136,-11.0695,26.5006
3.97,-9.75323,-11.0864,26.8624
3.98,-9.87955,-11.0693,27.2292
3.99,-9.99052,-11.0171,27.5959
4,-10.0843,-10.9297,27.9573
4.01,-10.1591,-10.8074,28.3078
4.02,-10.2135,-10.6515,28.642
4.03,-10.2464,-10.464,28.9547
4.04,-10.2568,-10.2477,29.2409
4.05,-10.2444,-10.0058,29.4964
4.06,-10.2091,-9.74236,29.7171
4.07,-10.1513,-9.46185,29.9002
4.08,-10.0716,-9.16895,30.0432
4.09,-9.97118,-8.86853,30.1448
4.1,-9.85159,-8.56545,30.2044
4.11,-9.7146,-8.26441,30.2222
4.12,-9.56228,-7.96982,30.1991
4.13,-9.39689,-7.68571,30.1368
4.14,-9.22086,-7.41562,30.0375
4.15,-9.03669,-7.16257,29.9037
4.16,-8.84688,-6.92903,29.7386
4.17,-8.65394,-6.71692,29.5452
4.18,-8.46026,-6.52763,29.3269
4.19,-8.26815,-6.36208,29.0871
4.2,-8.07973,-6.22072,28.8291
4.21,-7.89697,-6.10366,28.5562
4.22,-7.72163,-6.01068,28.2715
4.23,-7.55527,-5.94132,27.978
4.24,-7.39926,-5.89493,27.6784
4.25,-7.25476,-5.87073,27.3754
4.26,-7.12275,-5.86785,27.0714
4.27,-7.00402,-5.88536,26.7686
4.28,-6.8992,-5.92233,26.4692
4.29,-6.80878,-5.97784,26.1751
4.3,-6.73311,-6.05099,25.8881
4.31,-6.67242,-6.14093,25.6101
4.32,-6.62684,-6.24684,25.3426
4.33,-6.59642,-6.36794,25.0873
4.34,-6.58112,-6.50351,24.8456
4.35,-6.58085,-6.65283,24.619
4.36,-6.59546,-6.81522,24.409
4.37,-6.62473,-6.98998,24.217
4.38,-6.66842,-7.17641,24.0444
4.39,-6.72622,-7.37375,23.8925
4.4,-6.7978,-7.58121,23.7628
4.41,-6.88276,-7.79788,23.6566
4.42,-6.98067,-8.02278,23.5753
4.43,-7.09101,-8.25477,23.5201
4.44,-7.21322,-8.49257,23.4923
4.45,-7.34665,-8.7347,23.493
4.46,-7.49057,-8.9795,23.5234
4.47,-7.64414,-9.22509,23.5843
4.48,-7.80642,-9.46934,23.6765
4.49,-7.97635,-9.70991,23.8004
4.5,-8.15271,-9.94419,23.9564
4.51,-8.33417,-10.1694,24.1444
4.52,-8.51923,-10.3824,24.3639
4.53,-8.70623,-10.5802,24.614
4.54,-8.89339,-10.7593,24.8932
4.55,-9.07874,-10.9165,25.1996
4.56,-9.26022,-11.0484,25.5308
4.57,-9.43562,-11.1518,25.8834
4.58,-9.60268,-11.2238,26.2538
4.59,-9.75907,-11.2619,26.6376
4.6,-9.90247,-11.2639,27.0299
4.61,-10.0306,-11.2284,27.4253
4.62,-10.1413,-11.1545,27.8181
4.63,-10.2326,-11.0423,28.2024
4.64,-10.3027,-10.8927,28.5722
4.65,-10.3502,-10.7073,28.9215
4.66,-10.3738,-10.4888,29.2447
4.67,-10.373,-10.2405,29.5367
4.68,-10.3473,-9.96661,29.7929
4.69,-10.297,-9.67177,30.0096
4.7,-10.2225,-9.36107,30.1838
4.71,-10.1251,-9.03987,30.3136
4.72,-10.006,-8.71357,30.3979
4.73,-9.86726,-8.38746,30.4366
4.74,-9.71085,-8.06657,30.4306
4.75,-9.53924,-7.75552,30.3814
4.76,-9.355,-7.4584,30.2912
4.77,-9.16083,-7.17875,30.1627
4.78,-8.9595,-6.91944,29.9993
4.79,-8.75372,-6.68276,29.8043
4.8,-8.54617,-6.47036,29.5813
4.81,-8.33938,-6.28335,29.3342
4.82,-8.13573,-6.12229,29.0664
4.83,-7.93739,-5.98736,28.7817
4.84,-7.74634,-5.87833,28.4834
4.85,-7.56433,-5.7947,28.1747
4.86,-7.39289,-5.73573,27.8587
4.87,-7.2333,-5.70056,27.5383
4.88,-7.08667,-5.68818,27.2159
4.89,-6.95387,-5.69758,26.8941
4.9,-6.83561,-5.72769,26.575
4.91,-6.73244,-5.77749,26.2608
4.92,-6.64473,-5.846,25.9534
4.93,-6.57276,-5.93226,25.6545
4.94,-6.51667,-6.0354,25.3658
4.95,-6.47651,-6.15461,25.0891
4.96,-6.45226,-6.28911,24.8258
4.97,-6.44384,-6.43821,24.5775
4.98,-6.45108,-6.60121,24.3456
4.99,-6.47379,-6.77747,24.1315
5,-6.51173,-6.96631,23.9369
5.01,-6.56461,-7.16707,23.763
5.02,-6.6321,-7.37901,23.6113
5.03,-6.71386,-7.60134,23.4833
5.04,-6.80946,-7.83316,23.3803
5.05,-6.91844,-8.07346,23.3039
5.06,-7.04028,-8.32107,23.2553
5.07,-7.17438,-8.57463,23.236
5.08,-7.32009,-8.83259,23.2471
5.09,-7.47661,-9.09317,23.2899
5.1,-7.64308,-9.35432,23.3654
5.11,-7.8185,-9.61373,23.4742
5.12,-8.00173,-9.86883,23.6171
5.13,-8.19147,-10.1168,23.7944
5.14,-8.38627,-10.3544,24.0058
5.15,-8.58453,-10.5785,24.2508
5.16,-8.78443,-10.7854,24.5285
5.17,-8.98403,-10.9714,24.8372
5.18,-9.18118,-11.133,25.1747
5.19,-9.37361,-11.2664,25.5381
5.2,-9.55891,-11.3681,25.9238
5.21,-9.7346,-11.4349,26.3276
5.22,-9.89813,-11.4641,26.7446
5.23,-10.047,-11.4536,27.1691
5.24,-10.1786,-11.4017,27.5953
5.25,-10.2908,-11.3078,28.0166
5.26,-10.3814,-11.1723,28.4266
5.27,-10.4484,-10.9964,28.8184
5.28,-10.4905,-10.7823,29.1858
5.29,-10.5065,-10.5332,29.5225
5.3,-10.4957,-10.2532,29.8233
5.31,-10.458,-9.94714,30.0832
5.32,-10.3937,-9.62042,30.2987
5.33,-10.3037,-9.27888,30.4668
5.34,-10.1893,-8.92851,30.5859
5.35,-10.0522,-8.5753,30.6554
5.36,-9.89469,-8.22501,30.6757
5.37,-9.71917,-7.88301,30.6481
5.38,-9.52841,-7.55412,30.5747
5.39,-9.3253,-7.24255,30.4584
5.4,-9.11286,-6.9518,30.3026
5.41,-8.89409,-6.68465,30.111
5.42,-8.67195,-6.44318,29.8875
5.43,-8.44926,-6.22878,29.6363
5.44,-8.22871,-6.04227,29.3612
5.45,-8.01276,-5.88392,29.0664
5.46,-7.80365,-5.75357,28.7556
5.47,-7.60337,-5.6507,28.4323
5.48,-7.41365,-5.57452,28.0999
5.49,-7.23599,-5.52404,27.7616
5.5,-7.07164,-5.49816,27.42
5.51,-6.9216,-5.49571,27.078
5.52,-6.7867,-5.51549,26.7378
5.53,-6.66754,-5.55634,26.4017
5.54,-6.56458,-5.61714,26.0716
5.55,-6.47813,-5.69684,25.7496
5.56,-6.40836,-5.79446,25.4373
5.57,-6.35536,-5.90911,25.1365
5.58,-6.3191,-6.03999,24.8487
5.59,-6.2995,-6.18635,24.5754
5.6,-6.29641,-6.34751,24.3182
5.61,-6.30964,-6.52283,24.0786
5.62,-6.33896,-6.7117,23.858
5.63,-6.3841,-6.91351,23.6579
5.64,-6.44474,-7.12762,23.4798
5.65,-6.52055,-7.35335,23.3252
5.66,-6.61117,-7.58994,23.1955
5.67,-6.71616,-7.8365,23.0924
5.68,-6.83507,-8.09204,23.0174
5.69,-6.96737,-8.35537,22.9718
5.7,-7.11246,-8.62509,22.9573
5.71,-7.26965,-8.8996,22.9751
5.72,-7.43817,-9.17701,23.0266
5.73,-7.6171,-9.45515,23.1129
5.74,-7.80541,-9.73154,23.2349
5.75,-8.0019,-10.0034,23.3934
5.76,-8.20522,-10.2676,23.5886
5.77,-8.41384,-10.5208,23.8205
5.78,-8.62601,-10.7593,24.0886
5.79,-8.83981,-10.9791,24.3918
5.8,-9.05312,-11.1762,24.7284
5.81,-9.26363,-11.3465,25.096
5.82,-9.46885,-11.486,25.4913
5.83,-9.66616,-11.5907,25.9105
5.84,-9.85283,-11.657,26.3488
5.85,-10.0261,-11.682,26.8007
5.86,-10.1831,-11.6632,27.2601
5.87,-10.3212,-11.599,27.7202
5.88,-10.4378,-11.4889,28.1739
5.89,-10.5307,-11.3333,28.6139
5.9,-10.5977,-11.1337,29.0328
5.91,-10.6374,-10.8928,29.4234
5.92,-10.6485,-10.6144,29.7792
5.93,-10.6305,-10.3033,30.0943
5.94,-10.5832,-9.96506,30.3637
5.95,-10.5071,-9.60585,30.5835
5.96,-10.4034,-9.23228,30.7509
5.97,-10.2735,-8.85108,30.8645
5.98,-10.1196,-8.46887,30.9239
5.99,-9.94425,-8.09195,30.9301
6,-9.75017,-7.72611,30.8849
6.01,-9.5405,-7.37646,30.791
6.02,-9.31846,-7.04735,30.6518
6.03,-9.08738,-6.74233,30.4714
6.04,-8.85054,-6.4641,30.254
6.05,-8.61114,-6.21458,30.004
6.06,-8.37221,-5.99496,29.7259
6.07,-8.13659,-5.80576,29.4243
6.08,-7.90686,-5.64698,29.1032
6.09,-7.68534,-5.51815,28.7668
6.1,-7.47406,-5.41844,28.4187
6.11,-7.27475,-5.34679,28.0626
6.12,-7.08891,-5.30197,27.7014
6.13,-6.91773,-5.28264,27.3381
6.14,-6.76217,-5.28744,26.9754
6.15,-6.62299,-5.31502,26.6157
6.16,-6.50073,-5.36409,26.261
6.17,-6.39576,-5.43344,25.9135
6.18,-6.30832,-5.52196,25.5749
6.19,-6.23851,-5.62865,25.2471
6.2,-6.18634,-5.75259,24.9316
6.21,-6.15172,-5.89299,24.63
6.22,-6.13453,-6.04913,24.3438
6.23,-6.13457,-6.22038,24.0746
6.24,-6.15161,-6.40615,23.8239
6.25,-6.18539,-6.60588,23.593
6.26,-6.23561,-6.81902,23.3836
6.27,-6.30196,-7.04502,23.1971
6.28,-6.3841,-7.28326,23.0352
6.29,-6.48166,-7.53303,22.8994
6.3,-6.59423,-7.79351,22.7913
6.31,-6.72136,-8.06376,22.7125
6.32,-6.86253,-8.3426,22.6648
6.33,-7.01717,-8.62867,22.6496
6.34,-7.18459,-8.92033,22.6686
6.35,-7.36403,-9.21565,22.7232
6.36,-7.55459,-9.51239,22.8147
6.37,-7.75522,-9.80794,22.9443
6.38,-7.9647,-10.0993,23.1128
6.39,-8.18165,-10.3833,23.3208
6.4,-8.40446,-10.6561,23.5683
6.41,-8.63133,-10.9137,23.855
6.42,-8.86022,-11.1519,24.1799
6.43,-9.08887,-11.3661,24.5412
6.44,-9.3148,-11.5517,24.9365
6.45,-9.53533,-11.7042,25.3624
6.46,-9.7476,-11.8192,25.8147
6.47,-9.94864,-11.8926,26.2883
6.48,-10.1354,-11.9209,26.7772
6.49,-10.3047,-11.9013,27.2746
6.5,-10.4537,-11.8319,27.7731
6.51,-10.5795,-11.712,28.2648
6.52,-10.6794,-11.542,28.7414
6.53,-10.7513,-11.3236,29.1948
6.54,-10.7933,-11.0598,29.617
6.55,-10.8043,-10.755,30.0007
6.56,-10.7834,-10.4144,30.3394
6.57,-10.7306,-10.0444,30.6275
6.58,-10.6464,-9.65204,30.8608
6.59,-10.5322,-9.24474,31.0364
6.6,-10.3896,-8.83005,31.153
6.61,-10.2211,-8.41538,31.2104
6.62,-10.0295,-8.00771,31.2098
6.63,-9.81789,-7.61337,31.1535
6.64,-9.58977,-7.23793,31.0448
6.65,-9.34874,-6.88602,30.8878
6.66,-9.09844,-6.56133,30.687
6.67,-8.8425,-6.26661,30.4472
6.68,-8.5844,-6.00369,30.1735
6.69,-8.32742,-5.77359,29.8708
6.7,-8.0746,-5.57664,29.5439
6.71,-7.82869,-5.41255,29.1975
6.72,-7.59213,-5.28057,28.8359
6.73,-7.36703,-5.17959,28.4631
6.74,-7.15519,-5.10827,28.0826
6.75,-6.95809,-5.06509,27.6978
